0.5140548352058256  1.6031155386231146e-11
0.5482734675396884  1.1265935128782831e-11
0.5824920998735511  7.875945375644475e-12
0.6167107322074139  5.506024564410734e-12
0.6509293645412766  3.862646010551979e-12
0.6851479968751393  2.690971158394179e-12
0.7255881987242498  1.7482599553712465e-12
0.7598068310581125  1.2179519180447071e-12
0.7940254633919752  8.485047490284605e-13
0.8282440957258381  5.900961121714801e-13
0.8624627280597008  4.1253253216139466e-13
0.8966813603935635  2.8540376974681563e-13
0.9308999927274262  1.9917714212355514e-13
0.9651186250612891  1.3827775335914279e-13
0.9993372573951518  9.599865160325875e-14
1.0584421677900056  4.936298240171804e-14
1.0926608001238682  3.356188275814111e-14
1.126879432457731  2.277904870523816e-14
1.1610980647915938  1.5460546824946777e-14
1.1953166971254565  1.0493349007652106e-14
1.2295353294593192  7.134426082059806e-15
1.263753961793182  4.8506949957784864e-15
1.2979725941270448  3.2922532492993416e-15
1.3321912264609075  2.234511027173435e-15
1.3682763296493445  1.4918952445210673e-15
1.4006284911286329  1.029345183505674e-15
1.4348471234624958  6.998516030764036e-16
1.4690657557963585  4.750017711401911e-16
1.5032843881302211  3.2127222475148415e-16
1.5375030204640838  2.1919438318824549e-16
1.5717216527979465  1.4825432539099462e-16
1.6059402851318094  1.0097362682149125e-16
1.640158917465672  6.865195051361472e-17
1.6743775497995348  4.6595303837056005e-17
1.7085961821333975  3.1680138605336694e-17
1.7428148144672602  2.150187537094039e-17
1.7770334468011229  1.4593706493113978e-17
1.811252079134986  9.90500900656288e-18
1.8454707114688487  6.722706357455088e-18
1.8796893438027114  4.5707668298920446e-18
